Company_Name,City,Product_Requirement,Est_Consumption_Kg,Status
Dhar-Ravi Refineries,Chennai,Lithium Carbonate,1616,Leads Generated
Barman-Naidu Refineries,Hyderabad,Lithium Carbonate,2633,Discussion Stage
Padmanabhan Group Refineries,Hyderabad,Lithium Carbonate,2313,Sample Requested
Suresh-Barad Refineries,Kochi,Manganese Sulphate,3574,Leads Generated
Koshy-Thakkar Refineries,Visakhapatnam,Nickel Sulphate,1090,Contacted
Shankar-Dey Refineries,Visakhapatnam,Manganese Sulphate,2894,Sample Requested
Konda Ltd Refineries,Coimbatore,Manganese Sulphate,800,Discussion Stage
Ghose Ltd Refineries,Bengaluru,Manganese Sulphate,2438,LOI Received
Raj-Varty Refineries,Kochi,Manganese Sulphate,1705,LOI Received
Chandra Inc Refineries,Hyderabad,Nickel Sulphate,1121,Discussion Stage
"Jain, Dutta and Parsa Refineries",Visakhapatnam,Manganese Sulphate,2777,Leads Generated
"Viswanathan, Kade and Dada Refineries",Bengaluru,Cobalt Sulphate,1974,Sample Requested
Prabhu-Rama Refineries,Coimbatore,Lithium Carbonate,4861,Leads Generated
Narasimhan-Sani Refineries,Hyderabad,Lithium Carbonate,3279,Discussion Stage
"Khare, Mall and Sharaf Refineries",Hyderabad,Manganese Sulphate,3025,Discussion Stage
"Prasad, Gulati and Dyal Refineries",Visakhapatnam,Cobalt Sulphate,2648,Leads Generated
Kapur-Rao Refineries,Kochi,Lithium Carbonate,2074,Sample Requested
Issac-Mukherjee Refineries,Hyderabad,Lithium Carbonate,2258,Leads Generated
Sankar PLC Refineries,Visakhapatnam,Manganese Sulphate,3471,Leads Generated
Pant-Basak Refineries,Hosur,Nickel Sulphate,1573,Sample Requested
Saraf Inc Refineries,Hosur,Cobalt Sulphate,3295,Leads Generated
Bains-Sood Refineries,Coimbatore,Lithium Carbonate,2029,Leads Generated
Mangal Group Refineries,Hyderabad,Manganese Sulphate,1551,Sample Requested
Jhaveri PLC Refineries,Coimbatore,Lithium Carbonate,1129,Sample Requested
Raju Group Refineries,Visakhapatnam,Lithium Carbonate,4307,Contacted
"Johal, Dubey and Nigam Refineries",Bengaluru,Cobalt Sulphate,4005,Leads Generated
"Sem, Sani and Viswanathan Refineries",Visakhapatnam,Nickel Sulphate,3588,Leads Generated
"Mani, Gill and Sarin Refineries",Kochi,Cobalt Sulphate,4912,Leads Generated
Shanker-Bal Refineries,Coimbatore,Lithium Carbonate,3568,Sample Requested
"Nagi, Radhakrishnan and Kala Refineries",Hosur,Manganese Sulphate,1332,Sample Requested
Sandal and Sons Refineries,Chennai,Nickel Sulphate,1584,Leads Generated
Dar PLC Refineries,Bengaluru,Lithium Carbonate,3712,Contacted
Saini-Narasimhan Refineries,Bengaluru,Lithium Carbonate,4753,Contacted
"Butala, Gopal and Mani Refineries",Hosur,Cobalt Sulphate,4447,Leads Generated
"Aggarwal, Joshi and Dara Refineries",Hyderabad,Nickel Sulphate,1617,Contacted
"Handa, Gandhi and Ganesh Refineries",Hyderabad,Nickel Sulphate,4404,Contacted
"Murty, Kala and Pillay Refineries",Coimbatore,Lithium Carbonate,3563,Contacted
Mohanty PLC Refineries,Chennai,Cobalt Sulphate,4401,Leads Generated
"Golla, Venkatesh and Sant Refineries",Bengaluru,Nickel Sulphate,584,Discussion Stage
Rai-Raman Refineries,Kochi,Cobalt Sulphate,706,Contacted
Dugar-Nori Refineries,Coimbatore,Cobalt Sulphate,2074,Leads Generated
"Seshadri, Oak and Viswanathan Refineries",Kochi,Lithium Carbonate,3420,Leads Generated
Sundaram-Boase Refineries,Bengaluru,Cobalt Sulphate,3144,Leads Generated
"Pathak, Bandi and Kaul Refineries",Visakhapatnam,Manganese Sulphate,1112,Leads Generated
"Badami, Koshy and Kala Refineries",Hosur,Lithium Carbonate,3469,Sample Requested
Singhal and Sons Refineries,Chennai,Manganese Sulphate,2526,Contacted
Sekhon and Sons Refineries,Kochi,Lithium Carbonate,1021,Contacted
Palla PLC Refineries,Hosur,Nickel Sulphate,4570,Leads Generated
"Rau, Bains and Samra Refineries",Visakhapatnam,Nickel Sulphate,3472,Contacted
Ganesan Ltd Refineries,Kochi,Manganese Sulphate,2838,Discussion Stage
Kalita-Khosla Refineries,Bengaluru,Lithium Carbonate,3814,LOI Received
"Apte, Divan and Luthra Refineries",Hyderabad,Nickel Sulphate,1830,Sample Requested
Balakrishnan-Kakar Refineries,Hosur,Nickel Sulphate,3767,Discussion Stage
Singh Group Refineries,Coimbatore,Manganese Sulphate,4224,Leads Generated
"Vasa, Ram and Bhatnagar Refineries",Chennai,Nickel Sulphate,506,Contacted
Kaur LLC Refineries,Bengaluru,Lithium Carbonate,4091,Contacted
"Murty, Grover and Khare Refineries",Hosur,Manganese Sulphate,993,Leads Generated
Yohannan-Kamdar Refineries,Hyderabad,Nickel Sulphate,4649,Leads Generated
"Natt, Hayer and Lata Refineries",Visakhapatnam,Lithium Carbonate,2150,Leads Generated
Sachar PLC Refineries,Hyderabad,Cobalt Sulphate,3591,Discussion Stage
"Rastogi, Acharya and Keer Refineries",Visakhapatnam,Cobalt Sulphate,1252,Leads Generated
Savant Inc Refineries,Hyderabad,Lithium Carbonate,3680,Sample Requested
Sachdeva and Sons Refineries,Hyderabad,Cobalt Sulphate,809,Contacted
Mandal-Guha Refineries,Hyderabad,Cobalt Sulphate,1155,Sample Requested
"Krishna, Dar and Deshmukh Refineries",Hyderabad,Nickel Sulphate,1300,Contacted
"Morar, Dasgupta and Dayal Refineries",Hyderabad,Manganese Sulphate,3898,Leads Generated
Barad-Nagar Refineries,Hosur,Nickel Sulphate,2374,Leads Generated
Warrior-Chokshi Refineries,Hosur,Nickel Sulphate,3314,Leads Generated
"Kanda, Konda and Badal Refineries",Chennai,Nickel Sulphate,3264,Leads Generated
"Ray, Devi and Pandya Refineries",Kochi,Manganese Sulphate,4542,Discussion Stage
"Oommen, Choudhury and Bumb Refineries",Coimbatore,Cobalt Sulphate,704,Leads Generated
"Sur, Keer and Nigam Refineries",Hyderabad,Manganese Sulphate,916,Contacted
"Jani, Srivastava and Chaudhary Refineries",Bengaluru,Cobalt Sulphate,1554,Contacted
"Kumer, Goel and Manda Refineries",Hosur,Lithium Carbonate,1940,Leads Generated
Sen LLC Refineries,Coimbatore,Nickel Sulphate,2765,Contacted
"Bala, Ahluwalia and Kumar Refineries",Visakhapatnam,Manganese Sulphate,4479,Leads Generated
"Garde, Johal and Sidhu Refineries",Visakhapatnam,Manganese Sulphate,1268,LOI Received
Zacharia LLC Refineries,Bengaluru,Cobalt Sulphate,4635,Leads Generated
Sha-Butala Refineries,Visakhapatnam,Lithium Carbonate,4482,Contacted
Swamy PLC Refineries,Chennai,Lithium Carbonate,3836,Contacted
"Singh, Balakrishnan and Randhawa Refineries",Bengaluru,Nickel Sulphate,3958,Discussion Stage
"Ratti, Joshi and Rama Refineries",Kochi,Cobalt Sulphate,3591,Sample Requested
Loyal PLC Refineries,Bengaluru,Lithium Carbonate,4629,Discussion Stage
"Wason, Iyer and Dewan Refineries",Coimbatore,Lithium Carbonate,3245,Contacted
"Ratta, Kapadia and Edwin Refineries",Coimbatore,Nickel Sulphate,1369,Discussion Stage
Chandra Group Refineries,Hyderabad,Cobalt Sulphate,931,Sample Requested
"Shetty, Sagar and Manda Refineries",Coimbatore,Cobalt Sulphate,793,Discussion Stage
Sharaf PLC Refineries,Chennai,Nickel Sulphate,4970,Contacted
"Hari, Kale and Balasubramanian Refineries",Hyderabad,Nickel Sulphate,1549,Contacted
Bhatti Group Refineries,Kochi,Lithium Carbonate,1579,Contacted
Varkey Ltd Refineries,Chennai,Cobalt Sulphate,3521,Leads Generated
"Kari, Srinivas and Panchal Refineries",Hosur,Manganese Sulphate,4215,Sample Requested
"Prashad, Yadav and Ganesan Refineries",Visakhapatnam,Lithium Carbonate,1668,Leads Generated
Bhardwaj-Chanda Refineries,Chennai,Lithium Carbonate,1067,Discussion Stage
"Grewal, Vohra and Mani Refineries",Bengaluru,Lithium Carbonate,4096,Contacted
Mangal-Barad Refineries,Hosur,Nickel Sulphate,4587,Contacted
Mand LLC Refineries,Visakhapatnam,Lithium Carbonate,4879,Leads Generated
"Chandra, Khalsa and Desai Refineries",Bengaluru,Cobalt Sulphate,1132,Leads Generated
Mahajan LLC Refineries,Chennai,Lithium Carbonate,2375,Leads Generated
Manne Inc Refineries,Chennai,Cobalt Sulphate,1670,Contacted
More-Barman Refineries,Bengaluru,Cobalt Sulphate,1253,Sample Requested
Chakrabarti-Hayer Refineries,Visakhapatnam,Nickel Sulphate,3889,Contacted
Venkataraman-Subramanian Refineries,Coimbatore,Nickel Sulphate,2728,Contacted
Chakrabarti and Sons Refineries,Chennai,Cobalt Sulphate,3611,Leads Generated
Das Inc Refineries,Chennai,Lithium Carbonate,2035,Contacted
"Bhat, Nath and Narula Refineries",Visakhapatnam,Cobalt Sulphate,3432,Discussion Stage
"Parekh, Tella and Das Refineries",Visakhapatnam,Lithium Carbonate,3653,LOI Received
"Sahni, Chana and Kapoor Refineries",Kochi,Lithium Carbonate,1255,Contacted
"Rama, Kanda and Brahmbhatt Refineries",Kochi,Lithium Carbonate,1527,Contacted
"Sibal, Kumer and Kapadia Refineries",Kochi,Manganese Sulphate,4460,Discussion Stage
Kulkarni Group Refineries,Chennai,Manganese Sulphate,1130,Leads Generated
"Dyal, Aggarwal and Sanghvi Refineries",Visakhapatnam,Lithium Carbonate,2482,Contacted
Yadav-Palla Refineries,Coimbatore,Manganese Sulphate,3098,Leads Generated
"Kakar, Parmer and Sura Refineries",Visakhapatnam,Nickel Sulphate,2335,Discussion Stage
"Contractor, Murthy and Bhasin Refineries",Coimbatore,Manganese Sulphate,4077,Discussion Stage
"Tank, Bakshi and Bobal Refineries",Coimbatore,Lithium Carbonate,2835,Sample Requested
Bajwa-Kalita Refineries,Kochi,Cobalt Sulphate,1749,LOI Received
Shukla-Patil Refineries,Bengaluru,Manganese Sulphate,2347,Contacted
Verma-Dhar Refineries,Hosur,Manganese Sulphate,3451,Leads Generated
Guha PLC Refineries,Bengaluru,Cobalt Sulphate,2730,Contacted
"Dave, Rau and Bir Refineries",Coimbatore,Cobalt Sulphate,4944,Contacted
Seshadri-Shan Refineries,Chennai,Lithium Carbonate,3860,Contacted
"Mani, Dua and Dixit Refineries",Chennai,Cobalt Sulphate,2092,Contacted
Behl Ltd Refineries,Kochi,Manganese Sulphate,2698,Discussion Stage
Gandhi and Sons Refineries,Kochi,Manganese Sulphate,3516,Sample Requested
"Chad, Luthra and Nagar Refineries",Coimbatore,Manganese Sulphate,1563,Sample Requested
"Kamdar, Dass and Saxena Refineries",Chennai,Cobalt Sulphate,4526,Contacted
Hayer-Misra Refineries,Bengaluru,Manganese Sulphate,3490,Sample Requested
Vala-Bassi Refineries,Visakhapatnam,Cobalt Sulphate,3279,Sample Requested
Chawla PLC Refineries,Kochi,Cobalt Sulphate,1905,Leads Generated
Dalal-Reddy Refineries,Hosur,Manganese Sulphate,1679,Discussion Stage
Wable Ltd Refineries,Hosur,Lithium Carbonate,3875,Discussion Stage
Aurora-Tata Refineries,Hyderabad,Lithium Carbonate,1440,Leads Generated
Kashyap-Khare Refineries,Coimbatore,Lithium Carbonate,4052,Leads Generated
Sastry-Memon Refineries,Coimbatore,Lithium Carbonate,2581,Sample Requested
Ahuja PLC Refineries,Bengaluru,Manganese Sulphate,4457,Leads Generated
Kaul-Halder Refineries,Chennai,Manganese Sulphate,4852,Leads Generated
Tank Inc Refineries,Chennai,Nickel Sulphate,2081,Leads Generated
"Kalita, Agate and Badami Refineries",Chennai,Lithium Carbonate,2351,Leads Generated
Bhattacharyya-Chawla Refineries,Coimbatore,Nickel Sulphate,3946,Sample Requested
"Raj, Madan and Mangal Refineries",Hosur,Lithium Carbonate,2715,Leads Generated
"Bhargava, Vohra and Mallick Refineries",Visakhapatnam,Manganese Sulphate,4389,Leads Generated
Palla-Viswanathan Refineries,Bengaluru,Nickel Sulphate,1305,Contacted
"Prabhakar, Bhatti and Ganesh Refineries",Chennai,Lithium Carbonate,2416,Leads Generated
Ganguly-Bedi Refineries,Hosur,Manganese Sulphate,2647,Leads Generated
"Shetty, Krishnamurthy and Nayar Refineries",Coimbatore,Cobalt Sulphate,3235,Contacted
Sem-Badal Refineries,Chennai,Nickel Sulphate,4950,Contacted
"Gill, Bahl and Rout Refineries",Visakhapatnam,Cobalt Sulphate,4772,Leads Generated
Kumer-Raja Refineries,Visakhapatnam,Cobalt Sulphate,3749,Contacted
Bahl Group Refineries,Chennai,Cobalt Sulphate,3974,Contacted
Dewan-Arora Refineries,Bengaluru,Lithium Carbonate,2927,Sample Requested
"Lanka, Kata and Randhawa Refineries",Hyderabad,Cobalt Sulphate,3057,Contacted
Balan-Chada Refineries,Hosur,Manganese Sulphate,4323,Sample Requested
Ramachandran and Sons Refineries,Kochi,Manganese Sulphate,4336,Discussion Stage
Sen-Kohli Refineries,Coimbatore,Nickel Sulphate,2164,Leads Generated
Borra Inc Refineries,Hosur,Manganese Sulphate,3995,LOI Received
Rajan-Venkatesh Refineries,Chennai,Nickel Sulphate,3711,Contacted
Raju Ltd Refineries,Hyderabad,Nickel Sulphate,934,Leads Generated
"Hayer, Babu and Shere Refineries",Kochi,Manganese Sulphate,871,Leads Generated
Wagle-Kannan Refineries,Visakhapatnam,Cobalt Sulphate,1187,Discussion Stage
Magar-Merchant Refineries,Coimbatore,Lithium Carbonate,4878,Leads Generated
"Gade, Goyal and Zachariah Refineries",Chennai,Manganese Sulphate,2494,Leads Generated
Deol-Nath Refineries,Chennai,Cobalt Sulphate,1082,Contacted
"Ratti, Walia and Tella Refineries",Hosur,Nickel Sulphate,884,Contacted
Oommen-Ramakrishnan Refineries,Coimbatore,Cobalt Sulphate,846,Discussion Stage
"Saha, Tank and Chopra Refineries",Bengaluru,Manganese Sulphate,4759,Contacted
Ganesan-Pradhan Refineries,Hosur,Lithium Carbonate,2910,Discussion Stage
Thakur-Narang Refineries,Hyderabad,Nickel Sulphate,2749,LOI Received
"Venkatesh, Soman and Lall Refineries",Kochi,Nickel Sulphate,3747,Contacted
"Aurora, Nair and Sheth Refineries",Coimbatore,Manganese Sulphate,1903,Leads Generated
Ravel and Sons Refineries,Hosur,Cobalt Sulphate,3888,Sample Requested
Gala-Vyas Refineries,Hosur,Cobalt Sulphate,3885,Leads Generated
"Agarwal, Bahl and Murthy Refineries",Hosur,Cobalt Sulphate,1422,Discussion Stage
"Zachariah, Sur and Mammen Refineries",Hosur,Cobalt Sulphate,4587,Leads Generated
Ghose-Garg Refineries,Coimbatore,Nickel Sulphate,4898,Leads Generated
Doshi-Panchal Refineries,Chennai,Nickel Sulphate,1104,Discussion Stage
"Nayak, Dey and Sekhon Refineries",Visakhapatnam,Lithium Carbonate,731,Leads Generated
Kapoor-Edwin Refineries,Hosur,Lithium Carbonate,1330,Contacted
Yohannan-Butala Refineries,Coimbatore,Manganese Sulphate,1239,Leads Generated
Mahal-Balan Refineries,Kochi,Manganese Sulphate,2561,Contacted
Joshi Group Refineries,Hosur,Manganese Sulphate,3616,Leads Generated
Murthy-Sampath Refineries,Kochi,Manganese Sulphate,4915,Leads Generated
Lanka LLC Refineries,Bengaluru,Cobalt Sulphate,2621,Contacted
"Devi, Sarraf and Shankar Refineries",Bengaluru,Manganese Sulphate,3835,Contacted
"Mannan, Halder and Ramesh Refineries",Coimbatore,Manganese Sulphate,3024,Contacted
"Kala, Ghosh and Gola Refineries",Hyderabad,Cobalt Sulphate,4008,Sample Requested
"Sule, Mall and Balakrishnan Refineries",Hosur,Nickel Sulphate,2437,Contacted
Butala-Ravi Refineries,Hosur,Lithium Carbonate,4076,LOI Received
Sabharwal-Dutta Refineries,Coimbatore,Nickel Sulphate,2876,Leads Generated
Gala Group Refineries,Visakhapatnam,Nickel Sulphate,2051,Sample Requested
Pandya-Aurora Refineries,Kochi,Lithium Carbonate,1263,Contacted
"Munshi, Shetty and Prabhu Refineries",Chennai,Manganese Sulphate,739,Contacted
"Gulati, Peri and Ghosh Refineries",Coimbatore,Nickel Sulphate,2385,Leads Generated
"Deep, Bail and Chatterjee Refineries",Chennai,Nickel Sulphate,1008,Leads Generated
Devan PLC Refineries,Hosur,Lithium Carbonate,681,LOI Received
Manne PLC Refineries,Hosur,Manganese Sulphate,2857,Contacted
Mukherjee LLC Refineries,Visakhapatnam,Nickel Sulphate,3565,Contacted
"Nagi, Chacko and Dugar Refineries",Chennai,Cobalt Sulphate,1932,Sample Requested
Sandal-Kale Refineries,Coimbatore,Cobalt Sulphate,4238,Contacted
Natarajan-Sastry Refineries,Visakhapatnam,Manganese Sulphate,3872,Contacted
"Soni, Sodhi and Sinha Refineries",Visakhapatnam,Lithium Carbonate,4362,Discussion Stage
"Deep, Raju and Ramesh Refineries",Visakhapatnam,Lithium Carbonate,1602,Contacted
Goda Ltd Refineries,Hyderabad,Manganese Sulphate,3983,Sample Requested
Suresh Inc Refineries,Visakhapatnam,Manganese Sulphate,4319,Sample Requested
Ben-Acharya Refineries,Hyderabad,Nickel Sulphate,2455,Contacted
Sarna-Deshmukh Refineries,Hyderabad,Nickel Sulphate,1499,Leads Generated
Dara LLC Refineries,Hyderabad,Nickel Sulphate,1112,LOI Received
"Kadakia, Dixit and Mutti Refineries",Hyderabad,Manganese Sulphate,4494,Discussion Stage
Venkataraman-Lala Refineries,Hosur,Lithium Carbonate,4604,Leads Generated
Sarma PLC Refineries,Kochi,Cobalt Sulphate,4812,Contacted
Rao-Memon Refineries,Hosur,Lithium Carbonate,4457,Contacted
"Baral, Sani and Setty Refineries",Coimbatore,Manganese Sulphate,1623,Leads Generated
"Master, Saha and Bhalla Refineries",Coimbatore,Nickel Sulphate,855,Contacted
Dugar-Chokshi Refineries,Chennai,Manganese Sulphate,2451,Sample Requested
Bhatt-Varkey Refineries,Hyderabad,Cobalt Sulphate,869,Leads Generated
"Wali, Mohan and Chowdhury Refineries",Hosur,Lithium Carbonate,1011,Discussion Stage
Varughese Ltd Refineries,Chennai,Manganese Sulphate,2446,Leads Generated
Kar-Chopra Refineries,Kochi,Lithium Carbonate,2325,Leads Generated
Pai-Tandon Refineries,Hyderabad,Cobalt Sulphate,2471,Discussion Stage
Chhabra-Singh Refineries,Hyderabad,Lithium Carbonate,1224,Sample Requested
"Kapoor, Saxena and Nagarajan Refineries",Hosur,Nickel Sulphate,2813,Leads Generated
"Rana, Badal and Chaudhary Refineries",Coimbatore,Nickel Sulphate,4491,Leads Generated
Sarin and Sons Refineries,Hosur,Nickel Sulphate,3063,Leads Generated
Buch-Balay Refineries,Bengaluru,Nickel Sulphate,3141,Contacted
Dyal-Kapadia Refineries,Kochi,Cobalt Sulphate,3688,Contacted
Reddy Group Refineries,Coimbatore,Nickel Sulphate,2761,LOI Received
Manda-Baria Refineries,Hosur,Cobalt Sulphate,3673,Sample Requested
Apte-Setty Refineries,Visakhapatnam,Nickel Sulphate,2784,Discussion Stage
Naidu-Dhar Refineries,Hosur,Nickel Sulphate,1588,Discussion Stage
Dhingra-Sani Refineries,Visakhapatnam,Lithium Carbonate,2755,Leads Generated
Prabhakar Inc Refineries,Hosur,Manganese Sulphate,4554,Discussion Stage
Wadhwa-Mohanty Refineries,Hyderabad,Cobalt Sulphate,943,Leads Generated
"Munshi, Kala and Mallick Refineries",Hyderabad,Lithium Carbonate,3870,Contacted
Viswanathan LLC Refineries,Visakhapatnam,Manganese Sulphate,4253,Discussion Stage
"Halder, Biswas and Raju Refineries",Hosur,Manganese Sulphate,3807,Contacted
Parikh Group Refineries,Visakhapatnam,Cobalt Sulphate,679,Leads Generated
Contractor-Dyal Refineries,Coimbatore,Lithium Carbonate,1244,Contacted
"Mishra, Padmanabhan and Varghese Refineries",Bengaluru,Manganese Sulphate,1382,Discussion Stage
Kalita PLC Refineries,Hyderabad,Manganese Sulphate,2935,Leads Generated
Issac LLC Refineries,Hyderabad,Nickel Sulphate,4023,Leads Generated
Randhawa-Chakraborty Refineries,Coimbatore,Manganese Sulphate,2090,Contacted
Goda-Din Refineries,Chennai,Nickel Sulphate,3237,Contacted
Bera-Maharaj Refineries,Visakhapatnam,Cobalt Sulphate,4131,Sample Requested
"Prasad, Narang and Srivastava Refineries",Hyderabad,Lithium Carbonate,1341,LOI Received
"Narain, Gola and Kibe Refineries",Chennai,Nickel Sulphate,3535,Leads Generated
"Patel, Soni and Lad Refineries",Visakhapatnam,Cobalt Sulphate,2552,Leads Generated
Dash-Khurana Refineries,Hyderabad,Nickel Sulphate,742,Contacted
"Bail, Doshi and Baral Refineries",Kochi,Lithium Carbonate,2611,Leads Generated
"Virk, Mandal and Vala Refineries",Kochi,Cobalt Sulphate,2352,Sample Requested
"Lad, Srinivas and Bhat Refineries",Coimbatore,Lithium Carbonate,2755,Sample Requested
Parmer Ltd Refineries,Chennai,Manganese Sulphate,3230,Leads Generated
Swaminathan-Kakar Refineries,Kochi,Lithium Carbonate,4041,Discussion Stage
Sahota LLC Refineries,Visakhapatnam,Lithium Carbonate,2573,Discussion Stage
Kota-Saran Refineries,Bengaluru,Lithium Carbonate,4895,LOI Received
Mahal-Tailor Refineries,Hyderabad,Manganese Sulphate,4692,Discussion Stage
"Sarin, Chauhan and Wason Refineries",Hosur,Manganese Sulphate,3816,Discussion Stage
"Sachar, Ganguly and Bakshi Refineries",Hosur,Manganese Sulphate,4029,Contacted
Natarajan-Krishnamurthy Refineries,Bengaluru,Cobalt Sulphate,1496,Sample Requested
Subramaniam Inc Refineries,Bengaluru,Manganese Sulphate,4117,Leads Generated
"Purohit, Sankar and Sastry Refineries",Hosur,Manganese Sulphate,522,Leads Generated
Pandit-Brar Refineries,Kochi,Lithium Carbonate,719,LOI Received
"Mallick, Mahal and Sandhu Refineries",Bengaluru,Nickel Sulphate,2107,Leads Generated
Din Inc Refineries,Hosur,Cobalt Sulphate,3676,Discussion Stage
Bumb Group Refineries,Hosur,Manganese Sulphate,2268,Sample Requested
Varty-Majumdar Refineries,Chennai,Cobalt Sulphate,2407,Discussion Stage
