Company_Name,City,Battery_Type,Est_Monthly_Kg,Status
Kapadia LLC E-Waste Solutions,Chennai,E-Bike,375,Contacted
Minhas-Sagar E-Waste Solutions,Kochi,Laptop,525,Qualified
Sodhi LLC E-Waste Solutions,Hyderabad,EV Battery Packs,340,Contacted
"Kapur, Sama and Bali E-Waste Solutions",Visakhapatnam,Mobile Phone,1252,Contacted
Karpe-Bhatia E-Waste Solutions,Kochi,E-Scooter,1281,Leads Generated
Koshy-Pathak E-Waste Solutions,Hyderabad,E-Scooter,631,Qualified
Gole-Mane E-Waste Solutions,Visakhapatnam,Laptop,403,Interested
Choudhry-Gade E-Waste Solutions,Visakhapatnam,E-Bike,352,Leads Generated
Koshy-Soman E-Waste Solutions,Hosur,Mobile Phone,275,Interested
Gill-Gaba E-Waste Solutions,Hosur,Mobile Phone,470,Leads Generated
Bhatia-Nagar E-Waste Solutions,Visakhapatnam,E-Scooter,695,Contacted
Jha-Balasubramanian E-Waste Solutions,Visakhapatnam,E-Bike,492,Contacted
Kanda-Palla E-Waste Solutions,Chennai,E-Bike,104,LOI Received
Dora Ltd E-Waste Solutions,Bengaluru,E-Scooter,1206,Leads Generated
Sheth-Agarwal E-Waste Solutions,Kochi,E-Bike,669,Qualified
Chaudhary LLC E-Waste Solutions,Chennai,E-Bike,450,Leads Generated
Nanda-Wagle E-Waste Solutions,Visakhapatnam,Laptop,291,Leads Generated
"Narula, Biswas and Joshi E-Waste Solutions",Hosur,Mobile Phone,680,Contacted
D’Alia Group E-Waste Solutions,Chennai,Mobile Phone,850,Leads Generated
Karan-Dhawan E-Waste Solutions,Coimbatore,E-Scooter,128,Leads Generated
"Apte, Sen and Devan E-Waste Solutions",Hosur,Laptop,239,Leads Generated
"Shetty, Din and Swaminathan E-Waste Solutions",Visakhapatnam,E-Bike,1239,Contacted
Verma-Srivastava E-Waste Solutions,Visakhapatnam,E-Bike,1400,Contacted
Varma-Johal E-Waste Solutions,Bengaluru,E-Scooter,614,Leads Generated
Vig-Datta E-Waste Solutions,Bengaluru,Mobile Phone,931,Qualified
"Bawa, Bava and Deep E-Waste Solutions",Coimbatore,Laptop,1229,Qualified
Koshy-Kapadia E-Waste Solutions,Hosur,Laptop,1313,Contacted
Sen-Patla E-Waste Solutions,Coimbatore,Laptop,521,Contacted
Char-Uppal E-Waste Solutions,Hyderabad,EV Battery Packs,1433,Contacted
Nadkarni LLC E-Waste Solutions,Coimbatore,Laptop,146,Contacted
Lall-Bhat E-Waste Solutions,Bengaluru,Laptop,999,Contacted
Cheema Ltd E-Waste Solutions,Kochi,E-Scooter,774,Qualified
"Bajwa, Chana and Panchal E-Waste Solutions",Coimbatore,Mobile Phone,190,Contacted
"Goyal, Dugal and Mitra E-Waste Solutions",Chennai,EV Battery Packs,213,Contacted
Kulkarni Ltd E-Waste Solutions,Visakhapatnam,E-Scooter,1036,Contacted
Karnik and Sons E-Waste Solutions,Chennai,EV Battery Packs,1024,Leads Generated
Mangal-Deep E-Waste Solutions,Chennai,E-Scooter,743,Leads Generated
Ram LLC E-Waste Solutions,Chennai,EV Battery Packs,447,Contacted
"Nori, Varghese and Sharaf E-Waste Solutions",Hosur,EV Battery Packs,1310,Leads Generated
Bala-Dugar E-Waste Solutions,Kochi,Laptop,345,Leads Generated
Patil-Setty E-Waste Solutions,Bengaluru,Mobile Phone,314,Contacted
Khare-Bains E-Waste Solutions,Kochi,EV Battery Packs,650,Qualified
Banerjee Group E-Waste Solutions,Hyderabad,E-Scooter,151,Contacted
"Gupta, Sankaran and Mani E-Waste Solutions",Chennai,E-Bike,1277,Qualified
Setty-Kulkarni E-Waste Solutions,Chennai,Laptop,660,Leads Generated
Jaggi-Agate E-Waste Solutions,Chennai,EV Battery Packs,1309,Contacted
"Bhandari, Naidu and Edwin E-Waste Solutions",Visakhapatnam,EV Battery Packs,252,Leads Generated
Sridhar LLC E-Waste Solutions,Kochi,E-Bike,599,Leads Generated
Dass-Chauhan E-Waste Solutions,Coimbatore,Laptop,229,Leads Generated
Ramaswamy PLC E-Waste Solutions,Bengaluru,EV Battery Packs,748,Contacted
"Ganesh, Balay and Warrior E-Waste Solutions",Hyderabad,E-Bike,298,Contacted
"Devi, Grover and Gokhale E-Waste Solutions",Hyderabad,E-Bike,129,Contacted
"Agarwal, Kant and More E-Waste Solutions",Coimbatore,E-Bike,670,Interested
Basu-Bajwa E-Waste Solutions,Chennai,E-Scooter,1428,Qualified
"Madan, Subramaniam and Dua E-Waste Solutions",Hosur,EV Battery Packs,782,Leads Generated
"Ganesan, Patla and Kadakia E-Waste Solutions",Hyderabad,Laptop,666,Contacted
Saxena-Talwar E-Waste Solutions,Hosur,E-Scooter,203,Leads Generated
Tella Inc E-Waste Solutions,Hyderabad,E-Bike,158,Leads Generated
"Mani, Chaudhari and Palla E-Waste Solutions",Hosur,Mobile Phone,135,Leads Generated
Murty-Nadkarni E-Waste Solutions,Hosur,EV Battery Packs,908,Contacted
Hayer-Swaminathan E-Waste Solutions,Visakhapatnam,Laptop,112,Leads Generated
"Kashyap, Suresh and Bajaj E-Waste Solutions",Chennai,EV Battery Packs,371,Contacted
"Ganesh, Kota and Deshpande E-Waste Solutions",Bengaluru,EV Battery Packs,480,Contacted
Garg Inc E-Waste Solutions,Hyderabad,E-Bike,1117,Leads Generated
Narayanan-Dass E-Waste Solutions,Kochi,E-Scooter,337,Leads Generated
"Subramanian, Sarraf and Trivedi E-Waste Solutions",Chennai,E-Scooter,837,Leads Generated
Dasgupta-Sundaram E-Waste Solutions,Hosur,E-Scooter,377,Contacted
Rama-Pandey E-Waste Solutions,Hosur,Laptop,1116,Qualified
Dasgupta and Sons E-Waste Solutions,Bengaluru,E-Scooter,1258,Leads Generated
"Ram, Hayer and Chokshi E-Waste Solutions",Hosur,E-Scooter,774,Qualified
Dutta-Bava E-Waste Solutions,Kochi,Laptop,314,Leads Generated
Shenoy Ltd E-Waste Solutions,Kochi,Mobile Phone,1160,Qualified
Pingle and Sons E-Waste Solutions,Kochi,E-Scooter,288,Contacted
"Ramakrishnan, Dugar and Bal E-Waste Solutions",Bengaluru,E-Bike,649,Interested
"Khanna, Prashad and Shenoy E-Waste Solutions",Coimbatore,E-Bike,984,Contacted
"Tiwari, Ghosh and Devi E-Waste Solutions",Visakhapatnam,EV Battery Packs,1395,Interested
"Sood, Pillay and Sankaran E-Waste Solutions",Hosur,Laptop,129,Contacted
Lad-Gulati E-Waste Solutions,Chennai,Laptop,1280,Leads Generated
Goel-Mishra E-Waste Solutions,Kochi,EV Battery Packs,455,Leads Generated
"Wadhwa, Zachariah and Bakshi E-Waste Solutions",Kochi,EV Battery Packs,565,Leads Generated
"Yohannan, Raghavan and Tella E-Waste Solutions",Hosur,Mobile Phone,672,Interested
Date-Shanker E-Waste Solutions,Chennai,EV Battery Packs,1008,Qualified
Dua-Buch E-Waste Solutions,Hyderabad,E-Bike,332,Qualified
Sinha-Sami E-Waste Solutions,Bengaluru,E-Bike,1191,Leads Generated
Gokhale-Gopal E-Waste Solutions,Hyderabad,E-Bike,174,Contacted
Lala Ltd E-Waste Solutions,Chennai,E-Bike,376,Qualified
"Sur, Muni and Chaudhry E-Waste Solutions",Visakhapatnam,E-Scooter,661,Leads Generated
Nagarajan Group E-Waste Solutions,Chennai,Mobile Phone,1026,Contacted
Suri-Ravi E-Waste Solutions,Chennai,E-Scooter,782,Qualified
"Majumdar, Halder and Sen E-Waste Solutions",Visakhapatnam,Mobile Phone,1030,Leads Generated
Dugar PLC E-Waste Solutions,Chennai,Laptop,1028,Contacted
Bail Ltd E-Waste Solutions,Coimbatore,E-Scooter,1425,Interested
Bassi LLC E-Waste Solutions,Kochi,EV Battery Packs,830,Contacted
Bandi Group E-Waste Solutions,Hyderabad,Laptop,1497,Interested
"Sawhney, Sarin and Singhal E-Waste Solutions",Visakhapatnam,Laptop,1261,Interested
Panchal Inc E-Waste Solutions,Hosur,Laptop,249,Interested
Gala PLC E-Waste Solutions,Kochi,E-Scooter,993,LOI Received
"Magar, Rao and Dalal E-Waste Solutions",Chennai,E-Bike,1377,Qualified
Kunda-Murthy E-Waste Solutions,Bengaluru,Mobile Phone,1073,Contacted
Mammen-Dasgupta E-Waste Solutions,Kochi,E-Bike,1206,Contacted
Jha-Hora E-Waste Solutions,Kochi,Laptop,1232,Leads Generated
Bhatti Ltd E-Waste Solutions,Kochi,EV Battery Packs,222,LOI Received
"Parmer, Ramesh and Halder E-Waste Solutions",Hosur,E-Scooter,1362,Leads Generated
Narasimhan-Sachar E-Waste Solutions,Bengaluru,Laptop,325,Leads Generated
"Sastry, Bali and Din E-Waste Solutions",Hosur,E-Scooter,734,Leads Generated
"Rajagopal, Barad and Konda E-Waste Solutions",Bengaluru,E-Bike,738,Qualified
"Cherian, Borra and Rout E-Waste Solutions",Kochi,EV Battery Packs,338,Contacted
"Kari, Narasimhan and Srinivasan E-Waste Solutions",Chennai,E-Bike,1048,LOI Received
"Dar, Doctor and Manne E-Waste Solutions",Hosur,Mobile Phone,1349,Interested
"Pradhan, Doshi and Bahri E-Waste Solutions",Hosur,E-Scooter,1488,LOI Received
"Minhas, Kothari and Lanka E-Waste Solutions",Bengaluru,E-Bike,493,LOI Received
"Ghosh, Bawa and Dyal E-Waste Solutions",Visakhapatnam,Mobile Phone,1124,Leads Generated
"Mohan, Memon and Bora E-Waste Solutions",Bengaluru,EV Battery Packs,1162,Interested
Sawhney LLC E-Waste Solutions,Chennai,E-Bike,761,Contacted
Lalla and Sons E-Waste Solutions,Bengaluru,EV Battery Packs,470,Leads Generated
"Bir, Chaudhari and Dalal E-Waste Solutions",Chennai,E-Scooter,812,Leads Generated
Ganguly LLC E-Waste Solutions,Bengaluru,E-Bike,1010,Leads Generated
Kant and Sons E-Waste Solutions,Coimbatore,Mobile Phone,317,Contacted
Kashyap Ltd E-Waste Solutions,Hyderabad,E-Bike,427,Leads Generated
Rajan-Upadhyay E-Waste Solutions,Hyderabad,Mobile Phone,1483,Contacted
Sood-Oommen E-Waste Solutions,Kochi,EV Battery Packs,840,Contacted
"Saxena, Majumdar and Ahluwalia E-Waste Solutions",Bengaluru,Mobile Phone,511,Contacted
Borde-Anand E-Waste Solutions,Visakhapatnam,Laptop,1100,Contacted
Raj-Yadav E-Waste Solutions,Bengaluru,Laptop,141,Qualified
"Sampath, Sane and Som E-Waste Solutions",Bengaluru,Laptop,747,Qualified
"Sidhu, Sampath and Soman E-Waste Solutions",Hyderabad,Laptop,355,Leads Generated
Batta Ltd E-Waste Solutions,Chennai,Mobile Phone,279,Qualified
Naidu and Sons E-Waste Solutions,Hyderabad,Mobile Phone,190,Contacted
Bhasin-Nanda E-Waste Solutions,Hyderabad,Laptop,946,LOI Received
Bal Inc E-Waste Solutions,Visakhapatnam,Laptop,254,Leads Generated
Sant PLC E-Waste Solutions,Hosur,E-Bike,1012,Leads Generated
Sura and Sons E-Waste Solutions,Chennai,EV Battery Packs,524,Leads Generated
Rana Group E-Waste Solutions,Kochi,E-Bike,1046,Leads Generated
Setty Ltd E-Waste Solutions,Bengaluru,Mobile Phone,1487,LOI Received
Date Group E-Waste Solutions,Kochi,EV Battery Packs,427,Leads Generated
Shukla PLC E-Waste Solutions,Hyderabad,EV Battery Packs,861,Interested
Kara Inc E-Waste Solutions,Hyderabad,Mobile Phone,122,Contacted
Kota and Sons E-Waste Solutions,Chennai,E-Bike,1410,Contacted
Hora LLC E-Waste Solutions,Bengaluru,Mobile Phone,1328,Leads Generated
"Reddy, Sami and Tailor E-Waste Solutions",Visakhapatnam,Laptop,644,Interested
Garg and Sons E-Waste Solutions,Visakhapatnam,Laptop,1093,Qualified
Ramanathan-Tandon E-Waste Solutions,Bengaluru,EV Battery Packs,273,Contacted
"Saini, Menon and Swamy E-Waste Solutions",Coimbatore,Laptop,297,Leads Generated
Roy Ltd E-Waste Solutions,Bengaluru,E-Bike,412,Leads Generated
"Shah, Nagar and Taneja E-Waste Solutions",Chennai,EV Battery Packs,325,Interested
Karpe-Dasgupta E-Waste Solutions,Hosur,Mobile Phone,276,Contacted
"Maharaj, Ram and Oza E-Waste Solutions",Coimbatore,Mobile Phone,102,Leads Generated
Sharaf PLC E-Waste Solutions,Bengaluru,EV Battery Packs,651,Contacted
"Bose, Bhagat and Wable E-Waste Solutions",Visakhapatnam,E-Scooter,677,Leads Generated
Dasgupta-Khatri E-Waste Solutions,Hosur,Mobile Phone,1344,Leads Generated
Sengupta-Raghavan E-Waste Solutions,Visakhapatnam,Mobile Phone,1263,Leads Generated
"Upadhyay, Purohit and Sant E-Waste Solutions",Hyderabad,E-Scooter,928,Contacted
Sarkar-Mahal E-Waste Solutions,Hosur,E-Scooter,1297,Contacted
"Bal, Dhillon and Mane E-Waste Solutions",Kochi,Laptop,1418,Leads Generated
Shenoy Group E-Waste Solutions,Hyderabad,EV Battery Packs,178,Contacted
Subramanian and Sons E-Waste Solutions,Kochi,E-Scooter,635,Interested
Dua-Thakkar E-Waste Solutions,Bengaluru,EV Battery Packs,888,Leads Generated
"Subramanian, Toor and Joshi E-Waste Solutions",Visakhapatnam,Mobile Phone,622,Contacted
Goswami PLC E-Waste Solutions,Visakhapatnam,Mobile Phone,647,Qualified
Bal-Raval E-Waste Solutions,Coimbatore,Mobile Phone,1305,Contacted
Joshi-Kaul E-Waste Solutions,Coimbatore,Mobile Phone,475,Qualified
"Bhardwaj, Kari and Sodhi E-Waste Solutions",Hyderabad,Laptop,1288,Leads Generated
"Shanker, Dora and Varghese E-Waste Solutions",Hosur,Laptop,642,Leads Generated
"Kadakia, Biswas and Jha E-Waste Solutions",Bengaluru,E-Bike,898,Qualified
Anne-Dey E-Waste Solutions,Coimbatore,E-Bike,805,Leads Generated
Gill-Barman E-Waste Solutions,Kochi,Laptop,886,Leads Generated
"Dhaliwal, Raj and Chaudhari E-Waste Solutions",Visakhapatnam,E-Scooter,1362,Leads Generated
Balay-Ramesh E-Waste Solutions,Hosur,Mobile Phone,675,Contacted
Korpal and Sons E-Waste Solutions,Visakhapatnam,Laptop,556,Leads Generated
Loke Group E-Waste Solutions,Visakhapatnam,E-Scooter,776,Leads Generated
Ram-Walla E-Waste Solutions,Coimbatore,EV Battery Packs,842,Interested
Pillai Group E-Waste Solutions,Coimbatore,E-Bike,230,Contacted
"Sandhu, Sunder and Sankar E-Waste Solutions",Kochi,E-Scooter,1436,Qualified
"Biswas, Warrior and Mohanty E-Waste Solutions",Bengaluru,E-Scooter,183,Qualified
"Khare, Deshmukh and Warrior E-Waste Solutions",Bengaluru,E-Scooter,1156,Interested
"Sethi, Grover and Maharaj E-Waste Solutions",Hyderabad,E-Bike,1183,Leads Generated
"Bedi, Choudhary and Bhandari E-Waste Solutions",Coimbatore,Mobile Phone,773,Contacted
"Rajagopal, Banik and Chand E-Waste Solutions",Kochi,EV Battery Packs,231,Interested
"Banerjee, Garde and Saini E-Waste Solutions",Visakhapatnam,E-Bike,1083,Contacted
Bawa-Dugar E-Waste Solutions,Bengaluru,E-Scooter,1110,Contacted
"Rout, Sidhu and Mammen E-Waste Solutions",Bengaluru,Laptop,1110,Leads Generated
Pathak PLC E-Waste Solutions,Coimbatore,E-Bike,147,Interested
Dhaliwal Inc E-Waste Solutions,Hosur,EV Battery Packs,917,Qualified
"Dass, Bath and Sachdeva E-Waste Solutions",Coimbatore,EV Battery Packs,1309,Leads Generated
Datta-Mammen E-Waste Solutions,Hyderabad,E-Scooter,1161,Qualified
"Loke, Chandran and Borde E-Waste Solutions",Chennai,EV Battery Packs,495,Contacted
Sekhon-Anand E-Waste Solutions,Coimbatore,EV Battery Packs,923,Contacted
"Pingle, Handa and Chowdhury E-Waste Solutions",Hyderabad,E-Bike,1189,Contacted
Rastogi Ltd E-Waste Solutions,Visakhapatnam,E-Scooter,732,Contacted
Morar LLC E-Waste Solutions,Kochi,Laptop,300,LOI Received
"Sachar, Ravel and Sandal E-Waste Solutions",Chennai,Laptop,1388,LOI Received
"Goda, Pai and Naik E-Waste Solutions",Hosur,E-Bike,165,Qualified
Bhalla-Kakar E-Waste Solutions,Chennai,E-Bike,871,Qualified
"Krish, Deshpande and Jha E-Waste Solutions",Bengaluru,Mobile Phone,260,Leads Generated
"Vaidya, Chaudhary and Sahota E-Waste Solutions",Chennai,E-Scooter,441,Leads Generated
Dua-Reddy E-Waste Solutions,Hosur,Mobile Phone,911,Qualified
Luthra-Hayer E-Waste Solutions,Visakhapatnam,EV Battery Packs,1428,Leads Generated
"Kothari, Ravel and Sandhu E-Waste Solutions",Bengaluru,E-Scooter,660,Contacted
"Gopal, Bahri and Pillay E-Waste Solutions",Visakhapatnam,EV Battery Packs,565,Leads Generated
Dani LLC E-Waste Solutions,Kochi,Mobile Phone,409,Leads Generated
Ganesan-Korpal E-Waste Solutions,Coimbatore,Mobile Phone,823,Leads Generated
"Contractor, Mani and Singhal E-Waste Solutions",Hyderabad,Laptop,571,LOI Received
Nori-Batra E-Waste Solutions,Hosur,EV Battery Packs,314,Contacted
"Bhalla, Andra and Manda E-Waste Solutions",Chennai,E-Scooter,1335,Leads Generated
Golla-Oza E-Waste Solutions,Kochi,Laptop,1381,Contacted
Sanghvi-Dada E-Waste Solutions,Hosur,E-Bike,1182,Interested
Gala-Pingle E-Waste Solutions,Hyderabad,E-Scooter,972,Qualified
Sarma LLC E-Waste Solutions,Chennai,Mobile Phone,295,Leads Generated
"Arya, Swamy and Bassi E-Waste Solutions",Hosur,E-Scooter,802,Leads Generated
Sura Inc E-Waste Solutions,Kochi,E-Scooter,569,Qualified
Tank Inc E-Waste Solutions,Chennai,EV Battery Packs,1097,Qualified
Atwal-Parmar E-Waste Solutions,Bengaluru,Laptop,781,Contacted
Tella-Bajaj E-Waste Solutions,Visakhapatnam,EV Battery Packs,1457,Leads Generated
Raghavan Group E-Waste Solutions,Hosur,Laptop,312,Contacted
"Bansal, Luthra and Shenoy E-Waste Solutions",Coimbatore,E-Scooter,322,Contacted
Sha-Radhakrishnan E-Waste Solutions,Hyderabad,Mobile Phone,610,Contacted
"Sehgal, Amble and Sheth E-Waste Solutions",Chennai,E-Bike,1002,Leads Generated
Samra and Sons E-Waste Solutions,Kochi,Laptop,919,Interested
Sachar Ltd E-Waste Solutions,Coimbatore,Mobile Phone,185,Interested
Butala Group E-Waste Solutions,Chennai,E-Scooter,542,Interested
Sachdeva and Sons E-Waste Solutions,Coimbatore,E-Scooter,804,Leads Generated
Majumdar LLC E-Waste Solutions,Hyderabad,Mobile Phone,803,Leads Generated
"Biswas, Chatterjee and Deo E-Waste Solutions",Chennai,EV Battery Packs,667,Leads Generated
Chand Inc E-Waste Solutions,Visakhapatnam,Laptop,583,Leads Generated
"Sanghvi, Chada and Deo E-Waste Solutions",Hosur,E-Scooter,466,Interested
"Ramachandran, Narayanan and Saini E-Waste Solutions",Hosur,Laptop,866,Leads Generated
"Halder, Luthra and Dutt E-Waste Solutions",Hosur,E-Scooter,693,Leads Generated
"Goel, Borah and Sunder E-Waste Solutions",Visakhapatnam,E-Scooter,1265,Leads Generated
Dani and Sons E-Waste Solutions,Bengaluru,EV Battery Packs,725,Leads Generated
Rao-Narula E-Waste Solutions,Bengaluru,Mobile Phone,1399,Leads Generated
"Chhabra, Dugar and Nigam E-Waste Solutions",Hyderabad,EV Battery Packs,850,Contacted
Mittal Group E-Waste Solutions,Visakhapatnam,Mobile Phone,700,Leads Generated
"Puri, Palla and Mann E-Waste Solutions",Bengaluru,Laptop,1496,Leads Generated
Sood-Chaudhari E-Waste Solutions,Visakhapatnam,E-Bike,430,Contacted
Balasubramanian-Bhatia E-Waste Solutions,Coimbatore,EV Battery Packs,552,Contacted
Goswami-Rastogi E-Waste Solutions,Coimbatore,EV Battery Packs,966,Contacted
"Suresh, Kaul and Subramanian E-Waste Solutions",Kochi,E-Scooter,1209,Interested
Sethi Group E-Waste Solutions,Hosur,EV Battery Packs,406,Contacted
"Oommen, Setty and Yohannan E-Waste Solutions",Visakhapatnam,E-Bike,1478,Leads Generated
Deep Group E-Waste Solutions,Kochi,E-Scooter,101,Leads Generated
Dugar LLC E-Waste Solutions,Chennai,Mobile Phone,805,Leads Generated
Kale Inc E-Waste Solutions,Chennai,Mobile Phone,497,Qualified
Bedi PLC E-Waste Solutions,Hosur,Mobile Phone,1026,Qualified
Bhakta-Brar E-Waste Solutions,Kochi,E-Bike,531,Contacted
"Sahota, Naik and Kota E-Waste Solutions",Chennai,E-Scooter,467,Contacted
"Grover, Varughese and Babu E-Waste Solutions",Visakhapatnam,Mobile Phone,909,Leads Generated
Chand-Gulati E-Waste Solutions,Chennai,EV Battery Packs,1335,LOI Received
Deshmukh-Shankar E-Waste Solutions,Bengaluru,E-Bike,747,Qualified
Khanna Inc E-Waste Solutions,Visakhapatnam,Laptop,865,Leads Generated
Dalal-Tandon E-Waste Solutions,Hosur,Laptop,726,Contacted
"Butala, Mangat and Sunder E-Waste Solutions",Hyderabad,Mobile Phone,774,Leads Generated
Patla-Mani E-Waste Solutions,Coimbatore,E-Bike,468,Leads Generated
Pandit and Sons E-Waste Solutions,Bengaluru,Mobile Phone,1328,Leads Generated
"Manne, Rajagopalan and Khanna E-Waste Solutions",Chennai,E-Scooter,995,Leads Generated
Balay-Brahmbhatt E-Waste Solutions,Visakhapatnam,E-Scooter,112,Qualified
Mangat and Sons E-Waste Solutions,Bengaluru,E-Scooter,1332,Qualified
Koshy Group E-Waste Solutions,Hyderabad,E-Scooter,567,Leads Generated
Kaur-Hegde E-Waste Solutions,Visakhapatnam,Laptop,287,Leads Generated
"Comar, Dhingra and Soni E-Waste Solutions",Kochi,Laptop,350,LOI Received
"Swamy, Sachdeva and Aggarwal E-Waste Solutions",Bengaluru,Laptop,1266,Contacted
Bakshi-Bhasin E-Waste Solutions,Chennai,E-Scooter,1357,Leads Generated
Aggarwal-Balasubramanian E-Waste Solutions,Bengaluru,Laptop,968,Interested
Zacharia-Date E-Waste Solutions,Kochi,Mobile Phone,1098,Contacted
Date PLC E-Waste Solutions,Chennai,Mobile Phone,467,Qualified
"Shetty, Samra and Sundaram E-Waste Solutions",Chennai,E-Scooter,639,Contacted
Kara-Devan E-Waste Solutions,Kochi,Mobile Phone,521,Contacted
"Vyas, Atwal and Thaman E-Waste Solutions",Hyderabad,E-Scooter,666,LOI Received
"Bala, Tiwari and Bhatti E-Waste Solutions",Chennai,Mobile Phone,1316,Contacted
"Goel, Lad and Bhargava E-Waste Solutions",Chennai,E-Scooter,106,Leads Generated
"Suri, Chatterjee and Jhaveri E-Waste Solutions",Chennai,E-Bike,586,Contacted
Anne Group E-Waste Solutions,Hyderabad,Laptop,1042,LOI Received
Swamy Group E-Waste Solutions,Hyderabad,E-Bike,429,Leads Generated
Contractor-Goswami E-Waste Solutions,Coimbatore,Laptop,795,Qualified
D’Alia Inc E-Waste Solutions,Visakhapatnam,Mobile Phone,682,Leads Generated
Ratti-Dubey E-Waste Solutions,Hosur,Laptop,673,Contacted
Patla-Radhakrishnan E-Waste Solutions,Coimbatore,E-Scooter,447,Leads Generated
Chad-Shankar E-Waste Solutions,Bengaluru,E-Bike,322,Contacted
"Johal, Prakash and Sule E-Waste Solutions",Hosur,E-Bike,580,Qualified
Mallick-Sundaram E-Waste Solutions,Chennai,EV Battery Packs,836,Leads Generated
Nazareth and Sons E-Waste Solutions,Kochi,EV Battery Packs,1248,Leads Generated
Swamy-Ratti E-Waste Solutions,Hosur,EV Battery Packs,322,Contacted
Patla Group E-Waste Solutions,Coimbatore,E-Scooter,1289,Leads Generated
Kuruvilla Inc E-Waste Solutions,Visakhapatnam,E-Scooter,690,Qualified
Sangha PLC E-Waste Solutions,Hyderabad,Mobile Phone,1279,Leads Generated
"Kata, Parmer and Shroff E-Waste Solutions",Kochi,E-Bike,251,Contacted
Deep PLC E-Waste Solutions,Kochi,EV Battery Packs,315,Interested
"Krishnamurthy, Banerjee and Dutta E-Waste Solutions",Visakhapatnam,E-Scooter,752,Leads Generated
Sha-Mammen E-Waste Solutions,Coimbatore,E-Scooter,613,Leads Generated
